year,week,mmwr_week,week_ending_date,state,deaths,population,mortality_rate_per_100k,data_source
2015,4,4,,Missouri,1280.0,6083672,21.0,Archived NCHS
2015,4,4,,Montana,174.0,1032949,16.8,Archived NCHS
2015,4,4,,Nebraska,385.0,1896190,20.3,Archived NCHS
2015,4,4,,Nevada,491.0,2890845,17.0,Archived NCHS
2015,4,4,,New Hampshire,276.0,1330608,20.7,Archived NCHS
2015,4,4,,New Jersey,1672.0,8958013,18.7,Archived NCHS
2015,4,4,,New Mexico,397.0,2085109,19.0,Archived NCHS
2015,4,4,,New York,3367.0,19795791,17.0,Archived NCHS
2015,4,4,,North Carolina,1844.0,10042802,18.4,Archived NCHS
2015,4,4,,North Dakota,122.0,756927,16.1,Archived NCHS
2015,4,4,,Ohio,2475.0,11613423,21.3,Archived NCHS
2015,4,4,,Oklahoma,895.0,3911338,22.9,Archived NCHS
2015,4,4,,Oregon,770.0,4028977,19.1,Archived NCHS
2015,4,4,,Pennsylvania,2870.0,12802503,22.4,Archived NCHS
2015,4,4,,Rhode Island,249.0,1056298,23.6,Archived NCHS
2015,4,4,,South Carolina,934.0,4896146,19.1,Archived NCHS
2015,4,4,,South Dakota,177.0,858469,20.6,Archived NCHS
2015,4,4,,Tennessee,1372.0,6600299,20.8,Archived NCHS
2015,4,4,,Texas,3988.0,27469114,14.5,Archived NCHS
2015,4,4,,Utah,340.0,2995919,11.3,Archived NCHS
2015,4,4,,Vermont,131.0,626042,20.9,Archived NCHS
2015,4,4,,Virginia,1387.0,8382993,16.5,Archived NCHS
2015,4,4,,Washington,1095.0,7170351,15.3,Archived NCHS
2015,4,4,,West Virginia,441.0,1844128,23.9,Archived NCHS
2015,4,4,,Wisconsin,1019.0,5771337,17.7,Archived NCHS
2015,4,4,,Wyoming,83.0,586107,14.2,Archived NCHS
2015,5,5,,Alabama,1130.0,4858979,23.3,Archived NCHS
2015,5,5,,Alaska,91.0,738432,12.3,Archived NCHS
2015,5,5,,Arizona,1114.0,6828065,16.3,Archived NCHS
2015,5,5,,Arkansas,731.0,2978204,24.5,Archived NCHS
2015,5,5,,California,5480.0,39144818,14.0,Archived NCHS
2015,5,5,,Colorado,734.0,5456574,13.5,Archived NCHS
2015,5,5,,Connecticut,710.0,3590886,19.8,Archived NCHS
2015,5,5,,Delaware,174.0,945934,18.4,Archived NCHS
2015,5,5,,District of Columbia,104.0,672228,15.5,Archived NCHS
2015,5,5,,Florida,4014.0,20271272,19.8,Archived NCHS
2015,5,5,,Georgia,1620.0,10214860,15.9,Archived NCHS
2015,5,5,,Hawaii,258.0,1431603,18.0,Archived NCHS
2015,5,5,,Idaho,266.0,1654930,16.1,Archived NCHS
2015,5,5,,Illinois,2108.0,12859995,16.4,Archived NCHS
2015,5,5,,Indiana,1223.0,6619680,18.5,Archived NCHS
2015,5,5,,Iowa,587.0,3123899,18.8,Archived NCHS
2015,5,5,,Kansas,609.0,2911641,20.9,Archived NCHS
2015,5,5,,Kentucky,994.0,4425092,22.5,Archived NCHS
2015,5,5,,Louisiana,896.0,4670724,19.2,Archived NCHS
2015,5,5,,Maine,351.0,1329328,26.4,Archived NCHS
2015,5,5,,Maryland,958.0,6006401,15.9,Archived NCHS
2015,5,5,,Massachusetts,1386.0,6794422,20.4,Archived NCHS
2015,5,5,,Michigan,1948.0,9922576,19.6,Archived NCHS
2015,5,5,,Minnesota,850.0,5489594,15.5,Archived NCHS
2015,5,5,,Mississippi,720.0,2992333,24.1,Archived NCHS
2015,5,5,,Missouri,1265.0,6083672,20.8,Archived NCHS
2015,5,5,,Montana,179.0,1032949,17.3,Archived NCHS
2015,5,5,,Nebraska,386.0,1896190,20.4,Archived NCHS
2015,5,5,,Nevada,455.0,2890845,15.7,Archived NCHS
2015,5,5,,New Hampshire,298.0,1330608,22.4,Archived NCHS
2015,5,5,,New Jersey,1607.0,8958013,17.9,Archived NCHS
2015,5,5,,New Mexico,367.0,2085109,17.6,Archived NCHS
2015,5,5,,New York,3426.0,19795791,17.3,Archived NCHS
2015,5,5,,North Carolina,1903.0,10042802,18.9,Archived NCHS
2015,5,5,,North Dakota,124.0,756927,16.4,Archived NCHS
2015,5,5,,Ohio,2441.0,11613423,21.0,Archived NCHS
2015,5,5,,Oklahoma,860.0,3911338,22.0,Archived NCHS
2015,5,5,,Oregon,805.0,4028977,20.0,Archived NCHS
2015,5,5,,Pennsylvania,2836.0,12802503,22.2,Archived NCHS
2015,5,5,,Rhode Island,212.0,1056298,20.1,Archived NCHS
2015,5,5,,South Carolina,964.0,4896146,19.7,Archived NCHS
2015,5,5,,South Dakota,136.0,858469,15.8,Archived NCHS
2015,5,5,,Tennessee,1388.0,6600299,21.0,Archived NCHS
2015,5,5,,Texas,3928.0,27469114,14.3,Archived NCHS
2015,5,5,,Utah,351.0,2995919,11.7,Archived NCHS
2015,5,5,,Vermont,136.0,626042,21.7,Archived NCHS
2015,5,5,,Virginia,1443.0,8382993,17.2,Archived NCHS
2015,5,5,,Washington,1131.0,7170351,15.8,Archived NCHS
2015,5,5,,West Virginia,533.0,1844128,28.9,Archived NCHS
2015,5,5,,Wisconsin,1032.0,5771337,17.9,Archived NCHS
2015,5,5,,Wyoming,100.0,586107,17.1,Archived NCHS
2015,6,6,,Alabama,1102.0,4858979,22.7,Archived NCHS
2015,6,6,,Alaska,84.0,738432,11.4,Archived NCHS
2015,6,6,,Arizona,1066.0,6828065,15.6,Archived NCHS
2015,6,6,,Arkansas,674.0,2978204,22.6,Archived NCHS
2015,6,6,,California,5539.0,39144818,14.2,Archived NCHS
2015,6,6,,Colorado,672.0,5456574,12.3,Archived NCHS
2015,6,6,,Connecticut,659.0,3590886,18.4,Archived NCHS
2015,6,6,,Delaware,186.0,945934,19.7,Archived NCHS
2015,6,6,,District of Columbia,114.0,672228,17.0,Archived NCHS
2015,6,6,,Florida,3937.0,20271272,19.4,Archived NCHS
2015,6,6,,Georgia,1637.0,10214860,16.0,Archived NCHS
2015,6,6,,Hawaii,239.0,1431603,16.7,Archived NCHS
2015,6,6,,Idaho,230.0,1654930,13.9,Archived NCHS
2015,6,6,,Illinois,2009.0,12859995,15.6,Archived NCHS
2015,6,6,,Indiana,1264.0,6619680,19.1,Archived NCHS
2015,6,6,,Iowa,617.0,3123899,19.8,Archived NCHS
2015,6,6,,Kansas,543.0,2911641,18.6,Archived NCHS
2015,6,6,,Kentucky,989.0,4425092,22.3,Archived NCHS
2015,6,6,,Louisiana,935.0,4670724,20.0,Archived NCHS
2015,6,6,,Maine,295.0,1329328,22.2,Archived NCHS
2015,6,6,,Maryland,972.0,6006401,16.2,Archived NCHS
2015,6,6,,Massachusetts,1340.0,6794422,19.7,Archived NCHS
2015,6,6,,Michigan,1922.0,9922576,19.4,Archived NCHS
2015,6,6,,Minnesota,907.0,5489594,16.5,Archived NCHS
2015,6,6,,Mississippi,693.0,2992333,23.2,Archived NCHS
2015,6,6,,Missouri,1210.0,6083672,19.9,Archived NCHS
2015,6,6,,Montana,185.0,1032949,17.9,Archived NCHS
2015,6,6,,Nebraska,339.0,1896190,17.9,Archived NCHS
2015,6,6,,Nevada,450.0,2890845,15.6,Archived NCHS
2015,6,6,,New Hampshire,288.0,1330608,21.6,Archived NCHS
2015,6,6,,New Jersey,1600.0,8958013,17.9,Archived NCHS
2015,6,6,,New Mexico,355.0,2085109,17.0,Archived NCHS
2015,6,6,,New York,3366.0,19795791,17.0,Archived NCHS
2015,6,6,,North Carolina,1873.0,10042802,18.7,Archived NCHS
2015,6,6,,North Dakota,115.0,756927,15.2,Archived NCHS
2015,6,6,,Ohio,2424.0,11613423,20.9,Archived NCHS
2015,6,6,,Oklahoma,896.0,3911338,22.9,Archived NCHS
2015,6,6,,Oregon,772.0,4028977,19.2,Archived NCHS
2015,6,6,,Pennsylvania,2956.0,12802503,23.1,Archived NCHS
2015,6,6,,Rhode Island,242.0,1056298,22.9,Archived NCHS
2015,6,6,,South Carolina,989.0,4896146,20.2,Archived NCHS
2015,6,6,,South Dakota,135.0,858469,15.7,Archived NCHS
2015,6,6,,Tennessee,1355.0,6600299,20.5,Archived NCHS
2015,6,6,,Texas,3900.0,27469114,14.2,Archived NCHS
2015,6,6,,Utah,355.0,2995919,11.8,Archived NCHS
2015,6,6,,Vermont,127.0,626042,20.3,Archived NCHS
2015,6,6,,Virginia,1357.0,8382993,16.2,Archived NCHS
2015,6,6,,Washington,1094.0,7170351,15.3,Archived NCHS
2015,6,6,,West Virginia,490.0,1844128,26.6,Archived NCHS
2015,6,6,,Wisconsin,1056.0,5771337,18.3,Archived NCHS
2015,6,6,,Wyoming,96.0,586107,16.4,Archived NCHS
2015,7,7,,Alabama,1090.0,4858979,22.4,Archived NCHS
2015,7,7,,Alaska,78.0,738432,10.6,Archived NCHS
2015,7,7,,Arizona,1084.0,6828065,15.9,Archived NCHS
2015,7,7,,Arkansas,636.0,2978204,21.4,Archived NCHS
2015,7,7,,California,5421.0,39144818,13.8,Archived NCHS
2015,7,7,,Colorado,712.0,5456574,13.0,Archived NCHS
2015,7,7,,Connecticut,668.0,3590886,18.6,Archived NCHS
2015,7,7,,Delaware,204.0,945934,21.6,Archived NCHS
2015,7,7,,District of Columbia,93.0,672228,13.8,Archived NCHS
2015,7,7,,Florida,4018.0,20271272,19.8,Archived NCHS
2015,7,7,,Georgia,1668.0,10214860,16.3,Archived NCHS
2015,7,7,,Hawaii,218.0,1431603,15.2,Archived NCHS
2015,7,7,,Idaho,224.0,1654930,13.5,Archived NCHS
2015,7,7,,Illinois,2182.0,12859995,17.0,Archived NCHS
2015,7,7,,Indiana,1235.0,6619680,18.7,Archived NCHS
2015,7,7,,Iowa,576.0,3123899,18.4,Archived NCHS
2015,7,7,,Kansas,537.0,2911641,18.4,Archived NCHS
2015,7,7,,Kentucky,967.0,4425092,21.9,Archived NCHS
2015,7,7,,Louisiana,955.0,4670724,20.4,Archived NCHS
2015,7,7,,Maine,319.0,1329328,24.0,Archived NCHS
2015,7,7,,Maryland,1031.0,6006401,17.2,Archived NCHS
2015,7,7,,Massachusetts,1286.0,6794422,18.9,Archived NCHS
2015,7,7,,Michigan,1956.0,9922576,19.7,Archived NCHS
2015,7,7,,Minnesota,814.0,5489594,14.8,Archived NCHS
2015,7,7,,Mississippi,668.0,2992333,22.3,Archived NCHS
2015,7,7,,Missouri,1316.0,6083672,21.6,Archived NCHS
2015,7,7,,Montana,190.0,1032949,18.4,Archived NCHS
2015,7,7,,Nebraska,351.0,1896190,18.5,Archived NCHS
2015,7,7,,Nevada,449.0,2890845,15.5,Archived NCHS
2015,7,7,,New Hampshire,249.0,1330608,18.7,Archived NCHS
2015,7,7,,New Jersey,1591.0,8958013,17.8,Archived NCHS
2015,7,7,,New Mexico,359.0,2085109,17.2,Archived NCHS
2015,7,7,,New York,3416.0,19795791,17.3,Archived NCHS
2015,7,7,,North Carolina,1966.0,10042802,19.6,Archived NCHS
2015,7,7,,North Dakota,132.0,756927,17.4,Archived NCHS
2015,7,7,,Ohio,2474.0,11613423,21.3,Archived NCHS
2015,7,7,,Oklahoma,811.0,3911338,20.7,Archived NCHS
2015,7,7,,Oregon,713.0,4028977,17.7,Archived NCHS
2015,7,7,,Pennsylvania,2868.0,12802503,22.4,Archived NCHS
2015,7,7,,Rhode Island,200.0,1056298,18.9,Archived NCHS
2015,7,7,,South Carolina,1002.0,4896146,20.5,Archived NCHS
2015,7,7,,South Dakota,180.0,858469,21.0,Archived NCHS
2015,7,7,,Tennessee,1390.0,6600299,21.1,Archived NCHS
2015,7,7,,Texas,3775.0,27469114,13.7,Archived NCHS
2015,7,7,,Utah,345.0,2995919,11.5,Archived NCHS
2015,7,7,,Vermont,124.0,626042,19.8,Archived NCHS
2015,7,7,,Virginia,1420.0,8382993,16.9,Archived NCHS
2015,7,7,,Washington,1078.0,7170351,15.0,Archived NCHS
2015,7,7,,West Virginia,513.0,1844128,27.8,Archived NCHS
2015,7,7,,Wisconsin,1041.0,5771337,18.0,Archived NCHS
2015,7,7,,Wyoming,76.0,586107,13.0,Archived NCHS
2015,8,8,,Alabama,1126.0,4858979,23.2,Archived NCHS
2015,8,8,,Alaska,91.0,738432,12.3,Archived NCHS
2015,8,8,,Arizona,1028.0,6828065,15.1,Archived NCHS
2015,8,8,,Arkansas,713.0,2978204,23.9,Archived NCHS
2015,8,8,,California,5180.0,39144818,13.2,Archived NCHS
2015,8,8,,Colorado,709.0,5456574,13.0,Archived NCHS
2015,8,8,,Connecticut,661.0,3590886,18.4,Archived NCHS
2015,8,8,,Delaware,183.0,945934,19.3,Archived NCHS
2015,8,8,,District of Columbia,101.0,672228,15.0,Archived NCHS
2015,8,8,,Florida,4089.0,20271272,20.2,Archived NCHS
2015,8,8,,Georgia,1717.0,10214860,16.8,Archived NCHS
2015,8,8,,Hawaii,200.0,1431603,14.0,Archived NCHS
2015,8,8,,Idaho,274.0,1654930,16.6,Archived NCHS
2015,8,8,,Illinois,2188.0,12859995,17.0,Archived NCHS
2015,8,8,,Indiana,1296.0,6619680,19.6,Archived NCHS
2015,8,8,,Iowa,602.0,3123899,19.3,Archived NCHS
2015,8,8,,Kansas,527.0,2911641,18.1,Archived NCHS
2015,8,8,,Kentucky,950.0,4425092,21.5,Archived NCHS
2015,8,8,,Louisiana,918.0,4670724,19.7,Archived NCHS
2015,8,8,,Maine,312.0,1329328,23.5,Archived NCHS
2015,8,8,,Maryland,979.0,6006401,16.3,Archived NCHS
2015,8,8,,Massachusetts,1217.0,6794422,17.9,Archived NCHS
2015,8,8,,Michigan,1887.0,9922576,19.0,Archived NCHS
2015,8,8,,Minnesota,820.0,5489594,14.9,Archived NCHS
2015,8,8,,Mississippi,662.0,2992333,22.1,Archived NCHS
2015,8,8,,Missouri,1259.0,6083672,20.7,Archived NCHS
2015,8,8,,Montana,194.0,1032949,18.8,Archived NCHS
2015,8,8,,Nebraska,333.0,1896190,17.6,Archived NCHS
2015,8,8,,Nevada,422.0,2890845,14.6,Archived NCHS
2015,8,8,,New Hampshire,257.0,1330608,19.3,Archived NCHS
2015,8,8,,New Jersey,1580.0,8958013,17.6,Archived NCHS
2015,8,8,,New Mexico,362.0,2085109,17.4,Archived NCHS
2015,8,8,,New York,3280.0,19795791,16.6,Archived NCHS
2015,8,8,,North Carolina,1860.0,10042802,18.5,Archived NCHS
2015,8,8,,North Dakota,120.0,756927,15.9,Archived NCHS
2015,8,8,,Ohio,2489.0,11613423,21.4,Archived NCHS
2015,8,8,,Oklahoma,822.0,3911338,21.0,Archived NCHS
2015,8,8,,Oregon,682.0,4028977,16.9,Archived NCHS
2015,8,8,,Pennsylvania,2921.0,12802503,22.8,Archived NCHS
2015,8,8,,Rhode Island,237.0,1056298,22.4,Archived NCHS
2015,8,8,,South Carolina,1066.0,4896146,21.8,Archived NCHS
2015,8,8,,South Dakota,160.0,858469,18.6,Archived NCHS
2015,8,8,,Tennessee,1482.0,6600299,22.5,Archived NCHS
2015,8,8,,Texas,3882.0,27469114,14.1,Archived NCHS
2015,8,8,,Utah,365.0,2995919,12.2,Archived NCHS
2015,8,8,,Vermont,119.0,626042,19.0,Archived NCHS
2015,8,8,,Virginia,1382.0,8382993,16.5,Archived NCHS
2015,8,8,,Washington,1034.0,7170351,14.4,Archived NCHS
2015,8,8,,West Virginia,453.0,1844128,24.6,Archived NCHS
2015,8,8,,Wisconsin,1024.0,5771337,17.7,Archived NCHS
2015,8,8,,Wyoming,113.0,586107,19.3,Archived NCHS
2015,9,9,,Alabama,1225.0,4858979,25.2,Archived NCHS
2015,9,9,,Alaska,77.0,738432,10.4,Archived NCHS
2015,9,9,,Arizona,1094.0,6828065,16.0,Archived NCHS
2015,9,9,,Arkansas,692.0,2978204,23.2,Archived NCHS
2015,9,9,,California,5400.0,39144818,13.8,Archived NCHS
